Lon,Lat,Cicyano,,Lon,Lat,CI,,LonTF,LatTF,ValueTF,Cicyano > Ci,Cicyano > 0,CI > 0,Cicyano > Ci
-122.8264321,39.09178826,0,,-122.8264321,39.09178826,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.822981,39.09196126,0,,-122.822981,39.09196126,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8952226,39.08561793,0,,-122.8952226,39.08561793,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8917723,39.08579294,0,,-122.8917723,39.08579294,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8883219,39.08596785,0,,-122.8883219,39.08596785,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8848715,39.08614266,0,,-122.8848715,39.08614266,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.881421,39.08631737,0,,-122.881421,39.08631737,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8779706,39.08649197,0,,-122.8779706,39.08649197,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8745201,39.08666648,0,,-122.8745201,39.08666648,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8710696,39.08684088,0,,-122.8710696,39.08684088,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.867619,39.08701518,0,,-122.867619,39.08701518,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8641684,39.08718938,0,,-122.8641684,39.08718938,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8607178,39.08736348,0,,-122.8607178,39.08736348,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8572672,39.08753748,0,,-122.8572672,39.08753748,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8538165,39.08771138,0,,-122.8538165,39.08771138,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8503658,39.08788517,0,,-122.8503658,39.08788517,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8469151,39.08805886,0,,-122.8469151,39.08805886,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8400135,39.08840595,0,,-122.8400135,39.08840595,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8262101,39.08909889,0,,-122.8262101,39.08909889,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8227591,39.08927187,0,,-122.8227591,39.08927187,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8193081,39.08944475,0,,-122.8193081,39.08944475,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8158571,39.08961753,0,,-122.8158571,39.08961753,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8984482,39.0827538,0,,-122.8984482,39.0827538,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.894998,39.08292889,0,,-122.894998,39.08292889,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8915478,39.08310389,0,,-122.8915478,39.08310389,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8880975,39.08327878,0,,-122.8880975,39.08327878,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8846473,39.08345357,0,,-122.8846473,39.08345357,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.881197,39.08362827,0,,-122.881197,39.08362827,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8777466,39.08380285,0,,-122.8777466,39.08380285,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8742963,39.08397734,0,,-122.8742963,39.08397734,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8708459,39.08415173,0,,-122.8708459,39.08415173,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8673954,39.08432601,0,,-122.8673954,39.08432601,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.863945,39.0845002,0,,-122.863945,39.0845002,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8604945,39.08467428,0,,-122.8604945,39.08467428,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.857044,39.08484826,0,,-122.857044,39.08484826,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8501429,39.08519592,0,,-122.8501429,39.08519592,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8466923,39.0853696,0,,-122.8466923,39.0853696,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8225372,39.08658249,0,,-122.8225372,39.08658249,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8190864,39.08675535,0,,-122.8190864,39.08675535,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8156355,39.08692812,0,,-122.8156355,39.08692812,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8121846,39.08710078,0,,-122.8121846,39.08710078,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9016735,39.07988959,0,,-122.9016735,39.07988959,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8982235,39.08006477,0,,-122.8982235,39.08006477,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8947734,39.08023985,0,,-122.8947734,39.08023985,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8913233,39.08041483,0,,-122.8913233,39.08041483,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8878732,39.08058971,0,,-122.8878732,39.08058971,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8844231,39.08076449,0,,-122.8844231,39.08076449,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8809729,39.08093916,0,,-122.8809729,39.08093916,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8775227,39.08111373,0,,-122.8775227,39.08111373,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8740725,39.0812882,0,,-122.8740725,39.0812882,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8706222,39.08146257,0,,-122.8706222,39.08146257,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8568208,39.08215904,0,,-122.8568208,39.08215904,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.84992,39.08250666,0,,-122.84992,39.08250666,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8464695,39.08268032,0,,-122.8464695,39.08268032,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.843019,39.08285388,0,,-122.843019,39.08285388,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8223154,39.0838931,0,,-122.8223154,39.0838931,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8188647,39.08406595,0,,-122.8188647,39.08406595,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8154139,39.0842387,0,,-122.8154139,39.0842387,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8119631,39.08441134,0,,-122.8119631,39.08441134,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8085123,39.08458389,0,,-122.8085123,39.08458389,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8050615,39.08475633,0,,-122.8050615,39.08475633,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8016107,39.08492867,0,,-122.8016107,39.08492867,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7981598,39.08510091,0,,-122.7981598,39.08510091,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9014487,39.07720058,0,,-122.9014487,39.07720058,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8979988,39.07737575,0,,-122.8979988,39.07737575,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8945489,39.07755081,0,,-122.8945489,39.07755081,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8910989,39.07772577,0,,-122.8910989,39.07772577,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8876489,39.07790064,0,,-122.8876489,39.07790064,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8841989,39.07807539,0,,-122.8841989,39.07807539,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8807489,39.07825005,0,,-122.8807489,39.07825005,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8772988,39.07842461,0,,-122.8772988,39.07842461,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8738487,39.07859906,0,,-122.8738487,39.07859906,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8703985,39.07877342,0,,-122.8703985,39.07877342,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8565977,39.07946982,0,,-122.8565977,39.07946982,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8462468,39.07999105,0,,-122.8462468,39.07999105,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8427964,39.08016459,0,,-122.8427964,39.08016459,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.839346,39.08033803,0,,-122.839346,39.08033803,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8358956,39.08051137,0,,-122.8358956,39.08051137,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8324451,39.08068461,0,,-122.8324451,39.08068461,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8289946,39.08085774,0,,-122.8289946,39.08085774,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8255441,39.08103078,0,,-122.8255441,39.08103078,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8220935,39.08120371,0,,-122.8220935,39.08120371,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8151923,39.08154927,0,,-122.8151923,39.08154927,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8117417,39.0817219,0,,-122.8117417,39.0817219,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.808291,39.08189443,0,,-122.808291,39.08189443,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8048403,39.08206686,0,,-122.8048403,39.08206686,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8013896,39.08223918,0,,-122.8013896,39.08223918,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7979389,39.0824114,0,,-122.7979389,39.0824114,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9012239,39.07451157,0,,-122.9012239,39.07451157,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8977741,39.07468672,0,,-122.8977741,39.07468672,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8943243,39.07486177,0,,-122.8943243,39.07486177,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8908745,39.07503671,0,,-122.8908745,39.07503671,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8874247,39.07521156,0,,-122.8874247,39.07521156,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8839748,39.0753863,0,,-122.8839748,39.0753863,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8805249,39.07556094,0,,-122.8805249,39.07556094,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8770749,39.07573548,0,,-122.8770749,39.07573548,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8736249,39.07590992,0,,-122.8736249,39.07590992,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8701749,39.07608426,0,,-122.8701749,39.07608426,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8667249,39.07625849,0,,-122.8667249,39.07625849,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8632748,39.07643263,0,,-122.8632748,39.07643263,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8598247,39.07660666,0,,-122.8598247,39.07660666,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8529245,39.07695442,0,,-122.8529245,39.07695442,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8425738,39.0774753,0,,-122.8425738,39.0774753,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8391236,39.07764872,0,,-122.8391236,39.07764872,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8356732,39.07782205,0,,-122.8356732,39.07782205,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8322229,39.07799527,0,,-122.8322229,39.07799527,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8046192,39.07937738,0,,-122.8046192,39.07937738,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8011686,39.07954969,0,,-122.8011686,39.07954969,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.797718,39.0797219,0,,-122.797718,39.0797219,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7942673,39.079894,0,,-122.7942673,39.079894,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9078983,39.07147199,0,,-122.9078983,39.07147199,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9044488,39.07164733,0,,-122.9044488,39.07164733,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9009991,39.07182256,0,,-122.9009991,39.07182256,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8975495,39.07199769,0,,-122.8975495,39.07199769,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8940998,39.07217272,0,,-122.8940998,39.07217272,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8906502,39.07234765,0,,-122.8906502,39.07234765,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8872004,39.07252248,0,,-122.8872004,39.07252248,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8837507,39.0726972,0,,-122.8837507,39.0726972,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8803009,39.07287183,0,,-122.8803009,39.07287183,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8768511,39.07304635,0,,-122.8768511,39.07304635,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8734012,39.07322077,0,,-122.8734012,39.07322077,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8699514,39.07339509,0,,-122.8699514,39.07339509,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8665014,39.07356931,0,,-122.8665014,39.07356931,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8630515,39.07374343,0,,-122.8630515,39.07374343,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8596015,39.07391745,0,,-122.8596015,39.07391745,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8561516,39.07409136,0,,-122.8561516,39.07409136,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8527015,39.07426517,0,,-122.8527015,39.07426517,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8492515,39.07443889,0,,-122.8492515,39.07443889,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8389011,39.07495941,0,,-122.8389011,39.07495941,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.835451,39.07513272,0,,-122.835451,39.07513272,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8320008,39.07530592,0,,-122.8320008,39.07530592,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8251003,39.07565203,0,,-122.8251003,39.07565203,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8009476,39.0768602,0,,-122.8009476,39.0768602,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7974971,39.07703239,0,,-122.7974971,39.07703239,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7940466,39.07720448,0,,-122.7940466,39.07720448,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.790596,39.07737646,0,,-122.790596,39.07737646,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9042239,39.06895833,0,,-122.9042239,39.06895833,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9007744,39.06913355,0,,-122.9007744,39.06913355,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8973249,39.06930866,0,,-122.8973249,39.06930866,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8938754,39.06948367,0,,-122.8938754,39.06948367,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8904258,39.06965859,0,,-122.8904258,39.06965859,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8869762,39.0698334,0,,-122.8869762,39.0698334,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8835266,39.07000811,0,,-122.8835266,39.07000811,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8800769,39.07018271,0,,-122.8800769,39.07018271,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8766273,39.07035722,0,,-122.8766273,39.07035722,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8731775,39.07053163,0,,-122.8731775,39.07053163,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8697278,39.07070593,0,,-122.8697278,39.07070593,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.866278,39.07088013,0,,-122.866278,39.07088013,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8628282,39.07105423,0,,-122.8628282,39.07105423,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8593784,39.07122823,0,,-122.8593784,39.07122823,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8559285,39.07140213,0,,-122.8559285,39.07140213,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8386787,39.0722701,0,,-122.8386787,39.0722701,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8352287,39.07244339,0,,-122.8352287,39.07244339,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8317786,39.07261658,0,,-122.8317786,39.07261658,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8283285,39.07278966,0,,-122.8283285,39.07278966,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.804177,39.07399843,0,,-122.804177,39.07399843,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8007266,39.0741707,0,,-122.8007266,39.0741707,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7972763,39.07434288,0,,-122.7972763,39.07434288,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7938259,39.07451495,0,,-122.7938259,39.07451495,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7903754,39.07468692,0,,-122.7903754,39.07468692,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9074484,39.06609403,0,,-122.9074484,39.06609403,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8971004,39.06661963,0,,-122.8971004,39.06661963,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.893651,39.06679462,0,,-122.893651,39.06679462,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8902015,39.06696952,0,,-122.8902015,39.06696952,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8867521,39.06714431,0,,-122.8867521,39.06714431,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8833026,39.06731901,0,,-122.8833026,39.06731901,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.879853,39.0674936,0,,-122.879853,39.0674936,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8764035,39.06766809,0,,-122.8764035,39.06766809,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8729539,39.06784248,0,,-122.8729539,39.06784248,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8695043,39.06801676,0,,-122.8695043,39.06801676,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8660546,39.06819095,0,,-122.8660546,39.06819095,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.862605,39.06836503,0,,-122.862605,39.06836503,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8591552,39.06853902,0,,-122.8591552,39.06853902,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8557055,39.0687129,0,,-122.8557055,39.0687129,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8522557,39.06888668,0,,-122.8522557,39.06888668,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8384564,39.06958078,0,,-122.8384564,39.06958078,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8350065,39.06975406,0,,-122.8350065,39.06975406,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8315565,39.06992723,0,,-122.8315565,39.06992723,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8143064,39.07079156,0,,-122.8143064,39.07079156,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8108562,39.07096413,0,,-122.8108562,39.07096413,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8074061,39.07113659,0,,-122.8074061,39.07113659,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8039559,39.07130895,0,,-122.8039559,39.07130895,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8005057,39.0714812,0,,-122.8005057,39.0714812,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7970555,39.07165336,0,,-122.7970555,39.07165336,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7936052,39.07182542,0,,-122.7936052,39.07182542,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7901549,39.07199737,0,,-122.7901549,39.07199737,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9072235,39.06340504,0,,-122.9072235,39.06340504,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9003251,39.06375551,0,,-122.9003251,39.06375551,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8968758,39.06393059,0,,-122.8968758,39.06393059,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8934266,39.06410557,0,,-122.8934266,39.06410557,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8899773,39.06428045,0,,-122.8899773,39.06428045,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8865279,39.06445523,0,,-122.8865279,39.06445523,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8830785,39.0646299,0,,-122.8830785,39.0646299,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8796292,39.06480448,0,,-122.8796292,39.06480448,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8761797,39.06497895,0,,-122.8761797,39.06497895,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8727303,39.06515332,0,,-122.8727303,39.06515332,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8692808,39.06532759,0,,-122.8692808,39.06532759,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8658313,39.06550176,0,,-122.8658313,39.06550176,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8623817,39.06567583,0,,-122.8623817,39.06567583,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8589321,39.0658498,0,,-122.8589321,39.0658498,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8554825,39.06602366,0,,-122.8554825,39.06602366,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8520329,39.06619742,0,,-122.8520329,39.06619742,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8485832,39.06637109,0,,-122.8485832,39.06637109,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8451335,39.06654465,0,,-122.8451335,39.06654465,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8416838,39.06671811,0,,-122.8416838,39.06671811,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8382341,39.06689146,0,,-122.8382341,39.06689146,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8347843,39.06706472,0,,-122.8347843,39.06706472,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8313345,39.06723788,0,,-122.8313345,39.06723788,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.810635,39.06827467,0,,-122.810635,39.06827467,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8071849,39.06844712,0,,-122.8071849,39.06844712,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8002848,39.06879171,0,,-122.8002848,39.06879171,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7968347,39.06896385,0,,-122.7968347,39.06896385,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7933846,39.06913589,0,,-122.7933846,39.06913589,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7899344,39.06930782,0,,-122.7899344,39.06930782,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.7864842,39.06947966,0,,-122.7864842,39.06947966,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9069986,39.06071605,0,,-122.9069986,39.06071605,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9035495,39.06089132,0,,-122.9035495,39.06089132,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.9001005,39.06106649,0,,-122.9001005,39.06106649,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8966513,39.06124155,0,,-122.8966513,39.06124155,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8932022,39.06141652,0,,-122.8932022,39.06141652,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.889753,39.06159138,0,,-122.889753,39.06159138,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8863038,39.06176614,0,,-122.8863038,39.06176614,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8828546,39.0619408,0,,-122.8828546,39.0619408,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8794053,39.06211536,0,,-122.8794053,39.06211536,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.875956,39.06228981,0,,-122.875956,39.06228981,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8725067,39.06246417,0,,-122.8725067,39.06246417,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8690573,39.06263842,0,,-122.8690573,39.06263842,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8656079,39.06281257,0,,-122.8656079,39.06281257,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8621585,39.06298662,0,,-122.8621585,39.06298662,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8587091,39.06316057,0,,-122.8587091,39.06316057,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8552596,39.06333442,0,,-122.8552596,39.06333442,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8518101,39.06350817,0,,-122.8518101,39.06350817,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8483606,39.06368182,0,,-122.8483606,39.06368182,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.844911,39.06385536,0,,-122.844911,39.06385536,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.8414614,39.0640288,0,,-122.8414614,39.0640288,0,,TRUE,TRUE,TRUE,FALSE,,,
-122.824213,39.06489449,0,,-122.824213,39.06489449,0,,TRUE,TRUE,TRUE,FALSE,,,
